,time_in_sec,Acceleration_vertical_axis(in G),Acceleration_lateral_axis(in G),id_of_antenna_reading,signal_strength_indicator(RSSI),Phase,Frequency,target
382,246.75,-0.20899,-0.12771,3,-49.0,5.0821,924.75,3
383,247.0,-0.27789,-0.025087,3,-50.0,4.4516,925.75,3
384,247.25,-0.26641,-0.03649,3,-49.0,5.8399,923.75,3
385,247.75,-0.19751,-0.12771,3,-50.0,1.5539,921.25,3
386,247.85,-0.19751,-0.12771,3,-49.5,4.898,925.25,3
387,248.0,-0.32383,0.020525,1,-65.0,5.2125,920.75,3
388,250.0,0.46851,0.0091224,1,-65.5,4.154,921.25,1
389,250.5,0.46851,0.0091224,1,-67.0,0.8528899999999999,920.75,1
390,250.75,0.46851,0.0091224,4,-67.0,2.3945,924.25,1
391,251.0,0.46851,0.0091224,4,-58.5,0.73631,921.75,1
392,251.25,0.46851,0.0091224,1,-57.5,0.7087,923.25,1
393,251.5,0.46851,0.0091224,1,-59.0,0.25157,924.75,1
394,253.25,0.95081,-0.11631,1,-58.5,0.35282,924.25,1
395,254.0,0.95081,-0.11631,1,-56.5,5.1388,923.25,1
396,3.0,0.89339,0.0091224,1,-65.0,3.6386,920.25,1
397,4.0,0.8359700000000001,0.054735,4,-57.5,5.6328,925.75,1
398,5.0,0.90487,0.0091224,1,-67.5,0.084369,920.75,1
399,5.75,0.8704200000000001,-0.03649,4,-57.0,0.19175,924.75,1
400,6.0,0.8704200000000001,-0.03649,1,-66.5,1.8116,922.25,1
401,7.5,0.96229,-0.070699,4,-57.0,0.948,924.25,1
402,8.25,0.96229,-0.070699,4,-57.5,0.44179,924.75,1
403,9.5,0.89339,-0.025087,1,-67.0,2.6492,921.25,1
404,10.0,0.89339,-0.025087,4,-56.0,4.8351,920.25,1
405,10.25,0.89339,-0.025087,4,-56.5,0.15033,921.75,1
406,11.25,0.90487,-0.013684,4,-57.0,1.3468,923.75,1
407,11.5,0.90487,-0.013684,1,-68.0,1.3208,922.75,1
408,12.25,0.90487,-0.013684,4,-57.5,0.90198,924.25,1
409,12.75,0.90487,-0.013684,1,-68.0,3.4852,920.25,1
410,14.0,0.93932,-0.03649,1,-68.0,1.1382,922.75,1
411,15.75,0.96229,-0.070699,1,-67.5,1.7211,922.25,1
412,17.5,0.81301,0.066138,1,-67.0,1.9343,921.75,1
413,19.0,0.8819100000000001,-0.025087,4,-56.5,0.7133,921.25,1
414,19.5,0.8819100000000001,-0.025087,1,-67.5,6.0285,920.75,1
415,20.0,0.8819100000000001,-0.025087,1,-66.5,1.9313,921.75,1
416,20.75,0.8819100000000001,-0.025087,1,-66.5,1.4281,922.25,1
417,21.25,0.8819100000000001,-0.025087,1,-67.5,0.9434,922.75,1
418,22.75,0.8704200000000001,0.0091224,1,-68.0,0.64427,923.25,1
419,23.5,0.8704200000000001,0.0091224,1,-67.5,0.092039,923.75,1
420,24.75,0.90487,-0.013684,1,-66.0,1.9037,921.75,1
421,25.5,0.90487,-0.013684,1,-66.5,1.5432,922.25,1
422,26.25,0.90487,-0.013684,1,-66.5,2.3593,921.25,1
423,27.75,0.84746,0.031928,4,-57.0,1.7380000000000002,923.25,1
424,28.5,0.84746,0.031928,4,-57.0,1.3683,923.75,1
425,28.75,0.84746,0.031928,4,-56.5,0.77159,921.25,1
426,29.25,0.84746,0.031928,1,-67.5,5.9641,920.75,1
427,31.25,0.90487,-0.0022806,4,-58.5,1.8224,925.25,1
428,31.75,0.90487,-0.0022806,1,-61.0,0.47553,924.25,1
429,34.25,0.078086,0.24859,3,-57.5,0.5706399999999999,924.25,3
430,35.25,0.078086,0.24859,3,-58.0,0.32981,924.75,3
431,37.25,0.078086,0.24859,3,-58.0,1.1213,923.25,3
432,38.0,0.078086,0.24859,3,-58.0,0.61206,923.75,3
433,38.75,0.078086,0.24859,3,-58.5,6.0055,925.25,3
434,40.0,-0.27789,-0.12771,3,-58.0,6.1697,924.75,3
435,40.5,-0.27789,-0.12771,3,-57.0,0.54456,923.75,3
436,41.0,-0.27789,-0.12771,3,-57.0,5.395,921.25,3
437,41.75,-0.27789,-0.12771,3,-58.0,6.0439,920.25,3
438,42.25,-0.27789,-0.12771,3,-58.0,6.0454,924.75,3
439,42.75,-0.27789,-0.12771,3,-58.5,5.5193,925.75,3
440,44.0,-0.26641,-0.16192,3,-57.5,0.14726,924.25,3
441,44.5,-0.26641,-0.16192,3,-56.0,1.9006,921.75,3
442,46.0,-0.32383,-0.12771,3,-58.0,5.7662,925.25,3
443,46.75,-0.32383,-0.12771,3,-58.0,6.0838,920.25,3
444,48.25,-0.28938,-0.15052,3,-57.0,5.3827,921.25,3
445,48.75,-0.28938,-0.15052,3,-57.5,0.1488,924.25,3
446,49.5,-0.28938,-0.15052,3,-58.0,6.0822,924.75,3
447,50.75,-0.32383,-0.11631,3,-58.0,5.8153,925.25,3
448,51.25,-0.32383,-0.11631,3,-57.5,0.18101,924.25,3
449,52.0,-0.32383,-0.11631,3,-57.0,0.8835700000000001,923.25,3
450,52.5,-0.32383,-0.11631,3,-58.5,5.5361,925.75,3
451,53.75,-0.26641,-0.15052,3,-57.5,0.21016,924.25,3
452,54.25,-0.26641,-0.15052,3,-56.5,5.0944,921.75,3
453,54.5,-0.26641,-0.15052,3,-58.0,6.1421,924.75,3
454,55.25,-0.26641,-0.15052,3,-56.5,1.2318,922.75,3
455,55.75,-0.26641,-0.15052,3,-57.0,5.4272,921.25,3
456,56.25,-0.26641,-0.15052,3,-57.5,0.19175,924.25,3
457,57.25,-0.27789,-0.15052,3,-56.0,1.6076,922.25,3
458,57.75,-0.27789,-0.15052,3,-57.0,0.5553,923.75,3
459,58.0,-0.27789,-0.15052,3,-57.0,5.4334,921.25,3
460,58.75,-0.27789,-0.15052,3,-58.5,6.1221,920.25,3
461,59.5,-0.27789,-0.15052,3,-58.0,6.1313,924.75,3
462,60.75,-0.25493000000000005,-0.16192,3,-58.0,5.8245,925.25,3
463,61.25,-0.25493000000000005,-0.16192,3,-58.0,6.1528,920.25,3
464,61.75,-0.25493000000000005,-0.16192,3,-56.5,0.90658,923.25,3
465,62.25,-0.25493000000000005,-0.16192,3,-58.5,5.5085,925.75,3
466,63.5,-0.18603,-0.21894,3,-57.5,0.1626,924.25,3
467,64.5,-0.18603,-0.21894,3,-56.5,1.6045,922.25,3
468,65.0,-0.18603,-0.21894,3,-57.0,0.53076,923.75,3
469,65.25,-0.18603,-0.21894,3,-57.0,5.4349,921.25,3
470,66.0,-0.18603,-0.21894,3,-57.5,0.13959000000000002,924.25,3
471,67.5,-0.25493000000000005,-0.15052,3,-57.0,0.49241,923.75,3
472,67.75,-0.25493000000000005,-0.15052,3,-57.0,5.3981,921.25,3
473,68.5,-0.25493000000000005,-0.15052,3,-57.5,0.1488,924.25,3
474,69.0,-0.25493000000000005,-0.15052,3,-57.0,0.83449,923.25,3
475,70.0,-0.27789,-0.15052,3,-57.0,5.4027,921.25,3
476,71.0,-0.27789,-0.15052,3,-58.0,6.119,920.25,3
477,71.5,-0.27789,-0.15052,3,-56.5,0.83909,923.25,3
478,72.0,-0.27789,-0.15052,3,-56.5,4.6556,922.25,3
479,73.25,-0.25493000000000005,-0.17332999999999998,3,-57.5,0.056757,924.25,3
480,73.75,-0.25493000000000005,-0.17332999999999998,3,-56.5,0.78693,923.25,3
481,74.5,-0.25493000000000005,-0.17332999999999998,3,-58.0,5.3674,925.75,3
482,75.75,-0.23196,-0.18473,3,-58.0,5.9534,920.25,3
483,76.75,-0.23196,-0.18473,3,-56.5,1.4496,922.25,3
484,77.25,-0.23196,-0.18473,3,-57.0,0.36816,923.75,3
485,77.5,-0.23196,-0.18473,3,-57.0,2.169,921.25,3
486,78.0,-0.23196,-0.18473,3,-57.0,0.0061359,924.25,3
487,79.0,-0.28938,-0.15052,3,-56.5,1.422,922.25,3
488,79.75,-0.28938,-0.15052,3,-56.5,1.0999,922.75,3
489,80.0,-0.28938,-0.15052,3,-58.0,5.6282,925.25,3
490,81.5,-0.26641,-0.15052,3,-56.5,1.4481,922.25,3
491,82.0,-0.26641,-0.15052,3,-57.0,0.32827,923.75,3
492,82.25,-0.26641,-0.15052,3,-56.5,1.0784,922.75,3
493,82.75,-0.26641,-0.15052,3,-57.5,5.6036,920.75,3
494,83.25,-0.26641,-0.15052,3,-57.0,4.944,921.75,3
495,85.75,0.84746,0.08894400000000001,4,-64.0,0.27918000000000004,921.75,1
496,86.25,0.84746,0.08894400000000001,1,-65.0,6.0347,924.75,1
497,87.25,0.84746,0.08894400000000001,1,-67.5,1.379,925.25,1
498,89.5,0.84746,0.08894400000000001,1,-61.5,4.0512,921.25,1
499,92.0,0.84746,0.08894400000000001,1,-61.0,4.1862,921.25,1
500,93.75,0.84746,0.08894400000000001,1,-61.5,0.21169,922.25,1
501,95.5,0.84746,0.08894400000000001,3,-69.0,2.4559,921.75,1
502,99.25,0.8704200000000001,0.054735,1,-61.0,4.0543,921.25,1
503,101.0,0.8704200000000001,0.054735,1,-62.0,0.20862,922.25,1
504,102.75,0.8704200000000001,0.054735,1,-61.5,3.6187,921.75,1
505,104.75,0.8704200000000001,0.054735,1,-61.5,4.6342,920.75,1
506,107.25,0.8704200000000001,0.054735,4,-61.0,0.7761899999999999,924.25,1
507,110.25,0.8704200000000001,0.08894400000000001,1,-62.0,0.53689,921.75,1
508,112.0,0.8704200000000001,0.08894400000000001,1,-61.0,4.5360000000000005,920.75,1
509,113.25,0.8704200000000001,0.08894400000000001,1,-62.0,0.036816,922.25,1
510,114.75,0.8704200000000001,0.08894400000000001,4,-59.0,4.5513,920.25,1
511,116.25,0.8704200000000001,0.08894400000000001,1,-62.0,5.8874,922.75,1
512,118.75,0.8359700000000001,0.13456,1,-61.0,4.1249,921.25,1
513,120.0,0.8359700000000001,0.13456,1,-62.0,0.44179,921.75,1
514,122.0,0.8359700000000001,0.13456,4,-59.5,4.4762,920.25,1
515,123.5,0.8359700000000001,0.13456,1,-62.5,5.8261,922.75,1
516,126.25,0.8704200000000001,0.10035,3,-68.5,5.4533,921.25,1
517,127.75,0.8704200000000001,0.10035,1,-62.0,0.17487,922.25,1
518,129.25,0.8704200000000001,0.10035,1,-60.5,1.7288,920.25,1
519,131.0,0.8704200000000001,0.10035,1,-60.5,4.1172,921.25,1
520,132.25,0.8704200000000001,0.10035,1,-62.0,5.4917,923.25,1
521,134.0,0.8704200000000001,0.10035,1,-60.5,4.4624,920.75,1
522,137.0,0.89339,0.066138,1,-60.5,0.3252,921.75,1
523,138.5,0.89339,0.066138,3,-68.0,5.1925,921.25,1
524,139.75,0.89339,0.066138,1,-61.5,2.2289,923.25,1
525,140.75,0.89339,0.066138,1,-60.0,3.9178,921.25,1
526,143.25,0.89339,0.066138,1,-60.5,4.0574,921.25,1
527,144.25,0.89339,0.066138,1,-61.5,2.2749,923.25,1
528,146.0,0.89339,0.066138,1,-59.0,5.2324,920.75,1
529,146.5,0.89339,0.066138,1,-60.0,0.64427,921.75,1
530,148.0,0.82449,-0.025087,4,-61.5,0.7792600000000001,922.75,4
531,149.0,0.81301,-0.025087,1,-59.0,1.8822,920.25,4
532,165.5,0.91636,-0.025087,2,-57.0,5.1419,925.25,2
533,166.75,0.98526,-0.093505,2,-58.0,4.8765,925.75,2
534,174.25,0.8704200000000001,0.020525,2,-57.5,1.5493,925.75,2
535,182.25,1.0197,-0.070699,2,-57.0,5.3965,925.25,2
536,182.75,1.0197,-0.070699,2,-56.5,5.4426,924.25,2
537,183.75,0.96229,-0.013684,2,-56.0,0.14726,922.25,2
538,184.25,0.96229,-0.013684,2,-57.0,5.9181,923.75,2
539,185.5,0.89339,0.054735,2,-54.0,0.70103,921.75,2
540,191.25,0.95081,-0.0022806,2,-57.0,5.167999999999998,925.75,2
541,193.5,0.95081,-0.013684,2,-56.5,5.5085,924.75,2
542,198.75,0.92784,0.020525,2,-57.0,5.1296,925.75,2
543,202.25,0.8704200000000001,0.077541,2,-56.0,5.7187,924.25,2
544,209.75,0.99674,-0.070699,2,-56.0,5.7279,924.25,2
545,212.0,0.8819100000000001,0.066138,2,-56.5,5.6987,924.25,2
546,212.75,0.95081,-0.013684,2,-56.5,5.5193,924.75,2
547,213.25,0.95081,-0.013684,2,-57.0,5.1496,925.75,2
548,216.5,0.8589399999999999,0.077541,2,-57.0,5.4502,925.25,2
549,217.75,0.98526,-0.025087,2,-57.0,5.5975,924.75,2
550,218.0,0.98526,-0.025087,2,-58.0,5.2109,925.75,2
551,220.0,0.96229,-0.025087,2,-56.5,6.1037,923.25,2
552,220.5,0.96229,-0.025087,2,-58.0,1.9313,925.75,2
553,224.25,0.95081,-0.013684,2,-57.0,5.6512,924.25,2
554,225.25,0.84746,0.10035,2,-58.0,5.1189,925.75,2
555,228.5,0.92784,0.031928,2,-57.5,5.2677,925.25,2
556,230.25,0.8704200000000001,0.08894400000000001,2,-56.5,0.16107,922.25,2
557,231.25,0.98526,-0.025087,2,-55.5,1.0983,920.75,2
558,232.5,0.95081,-0.0022806,2,-56.5,0.158,922.25,2
559,233.0,0.95081,-0.0022806,2,-57.0,5.7938,923.75,2
560,233.5,0.95081,-0.0022806,2,-58.0,5.2109,925.25,2
561,234.0,0.95081,-0.0022806,2,-57.0,5.6481,924.25,2
562,235.5,0.96229,-0.013684,2,-57.0,5.5776,923.75,2
563,236.0,0.96229,-0.013684,2,-57.5,4.9977,925.25,2
564,237.5,0.93932,0.020525,2,-57.5,1.7319,925.75,2
565,238.5,0.93932,0.020525,2,-57.5,1.3913,925.25,2
566,240.5,0.98526,-0.10491,2,-50.5,3.8549,922.75,4
567,240.6,0.98526,-0.10491,2,-49.5,4.5743,921.25,4
568,240.65,0.98526,-0.10491,2,-47.5,4.6449,921.25,4
570,240.88,0.93932,-0.13912,2,-51.0,3.9884,925.25,4
571,241.0,1.0197,-0.13912,2,-50.0,5.9779,920.75,4
572,241.5,1.0886,-0.20754,2,-49.5,0.092039,920.25,4
573,241.75,0.99674,-0.18473,2,-49.5,6.185,921.75,4
574,242.0,1.0771,-0.15052,2,-50.0,0.59058,923.25,4
575,242.25,0.90487,0.020525,2,-48.0,1.9098,922.25,4
576,242.35,0.99674,-0.070699,2,-48.0,1.8561,922.25,4
577,242.75,0.99674,-0.047893,2,-48.5,0.59518,923.75,4
578,242.85,0.99674,-0.047893,2,-48.5,0.57371,923.75,4
579,242.88,0.99674,-0.047893,2,-47.5,0.98175,922.75,4
580,242.93,0.97377,-0.11631,2,-47.5,0.93726,922.75,4
581,243.0,0.97377,-0.11631,2,-47.5,0.94647,922.75,4
582,243.08,0.97377,-0.11631,2,-48.0,0.92806,922.75,4
584,243.18,1.0082,-0.11631,2,-47.5,1.7503,921.25,4
586,243.33,1.0082,-0.10491,2,-51.0,0.21476,925.25,4
587,243.5,1.0082,-0.10491,2,-47.5,2.4191,920.75,4
588,243.58,1.0197,-0.10491,2,-48.0,2.5449,920.75,4
589,243.63,0.98526,-0.025087,2,-49.0,1.0968,924.25,4
590,243.75,0.99674,-0.082102,2,-48.0,6.2157,920.25,4
591,244.0,0.99674,-0.10491,2,-48.0,6.2034,920.25,4
593,244.13,1.0082,-0.082102,2,-47.5,2.2979,921.75,4
594,244.25,1.0082,-0.070699,2,-48.0,1.6766,923.25,4
595,244.5,0.90487,-0.025087,2,-49.0,1.4143,924.75,4
596,244.58,0.90487,-0.025087,2,-49.0,1.7595,924.75,4
597,244.6,1.0197,-0.17332999999999998,2,-48.5,2.2028,924.75,4
598,244.75,1.0197,-0.070699,1,-68.0,4.2507,922.25,4
600,245.0,1.0542,-0.0022806,1,-67.5,1.7027,925.75,4
601,245.1,1.0542,-0.0022806,1,-67.0,1.2625,923.75,4
602,245.25,1.0542,-0.0022806,1,-68.0,3.4315,923.75,4
603,245.5,1.2264,-0.047893,2,-47.5,3.6708,922.75,4
604,245.75,0.97377,-0.16192,2,-58.5,0.29913,920.75,4
605,248.75,1.0082,-0.29876,1,-59.0,5.3137,924.25,4
606,249.25,0.82449,0.25999,3,-58.0,5.6788,923.25,1
607,249.5,0.82449,0.25999,4,-62.0,1.2026,922.25,1
608,250.0,0.82449,0.25999,4,-62.0,5.9779,923.75,1
609,250.75,-0.36976,0.11175,1,-63.0,6.1022,920.75,3
610,251.0,-0.36976,0.11175,1,-64.0,5.2125,924.25,3
611,251.1,-0.36976,0.11175,3,-49.0,5.3551,924.25,3
612,251.25,-0.12861,-0.17332999999999998,3,-51.5,0.8820399999999999,921.75,3
613,252.5,-0.28938,-0.21894,1,-67.0,5.7279,923.75,3
614,254.0,-0.20899,-0.24174,1,-67.5,2.0693,921.75,3
615,256.75,-0.33531,-0.15052,1,-67.5,4.9041,922.25,3
616,257.5,-0.19751,-0.26455,3,-51.5,5.6834,922.75,3
617,261.25,-0.20899,-0.24174,1,-68.0,0.82221,923.25,3
618,262.25,-0.19751,-0.27595,1,-67.5,4.5989,922.75,3
619,263.75,-0.19751,-0.26455,1,-67.5,0.87284,923.25,3
620,264.5,-0.18603,-0.25315,1,-68.0,3.4729,923.75,3
621,265.0,-0.19751,-0.26455,1,-67.5,6.0377,921.25,3
622,266.5,-0.19751,-0.26455,1,-67.0,1.9436,922.25,3
623,267.25,-0.33531,-0.13912,1,-67.0,1.4358,922.75,3
624,268.5,-0.20899,-0.26455,1,-67.5,5.5653,921.75,3
625,269.0,-0.19751,-0.25315,1,-67.0,5.1281,922.25,3
626,270.0,-0.18603,-0.26455,1,-68.0,2.9544,921.25,3
627,271.0,-0.19751,-0.25315,1,-67.5,0.8452200000000001,923.25,3
628,271.5,-0.19751,-0.25315,1,-67.0,1.9451,922.25,3
629,273.5,-0.19751,-0.27595,1,-67.0,2.4375,921.75,3
630,283.25,-0.18603,-0.26455,3,-51.5,5.4456,923.25,3
631,283.75,-0.19751,-0.25315,3,-51.5,6.2234,922.25,3
632,284.0,-0.17454,-0.26455,3,-51.5,5.1281,923.75,3
633,288.25,-0.26641,-0.18473,3,-50.0,5.5315,923.25,3
634,288.32,-0.26641,-0.18473,3,-50.0,5.5469,923.25,3
635,288.5,-0.17454,-0.25315,3,-50.5,0.029146,922.25,3
636,288.75,-0.17454,-0.24174,3,-52.0,0.7639199999999999,925.75,3
637,291.5,-0.18603,-0.25315,3,-50.5,5.1664,923.75,3
638,291.6,-0.18603,-0.25315,3,-50.5,5.1787,923.75,3
639,291.75,-0.18603,-0.25315,3,-51.5,0.78386,921.25,3
640,292.25,-0.16305999999999998,-0.25315,3,-50.5,4.8274,924.25,3
641,293.0,-0.17454,-0.27595,3,-50.5,5.4963,923.25,3
642,294.75,-0.20899,-0.21894,3,-50.5,4.8274,924.25,3
643,296.25,-0.18603,-0.24174,3,-50.0,5.6128,923.75,3
644,296.75,-0.16305999999999998,-0.29876,3,-52.0,1.0492,921.25,3
645,297.5,0.16995,-0.19613,4,-67.0,3.9024,920.25,3
646,297.75,0.16995,-0.19613,4,-63.0,6.0761,921.75,3
647,298.25,0.16995,-0.19613,1,-58.5,5.6987,922.25,3
648,299.0,0.97377,0.066138,4,-58.0,5.9288,921.25,1
649,299.75,0.97377,0.066138,1,-58.5,5.4272,924.25,1
650,300.0,0.97377,0.066138,1,-57.0,5.033,920.25,4
651,21.25,-0.35827,-0.16192,1,-68.0,0.9572,920.75,3
652,21.75,-0.34679,-0.15052,1,-67.5,1.4251,920.25,3
653,22.25,-0.34679,-0.15052,1,-67.5,4.8075,923.25,3
654,23.25,-0.20899,-0.28736,1,-66.5,0.18715,921.25,3
655,23.75,-0.20899,-0.28736,1,-67.0,0.67188,920.75,3
656,24.5,-0.36976,-0.15052,1,-67.5,1.4235,923.25,3
657,26.75,-0.22048,-0.28736,1,-66.0,6.0485,921.75,3
658,27.0,-0.22048,-0.28736,1,-67.0,1.4696,923.25,3
659,27.5,-0.22048,-0.28736,1,-65.0,5.4963,922.25,3
660,28.75,-0.27789,-0.20754,1,-67.0,0.85903,920.75,3
661,29.0,-0.27789,-0.20754,1,-67.0,4.4148,920.25,3
662,30.5,-0.22048,-0.28736,1,-66.5,5.2907,922.75,3
663,31.25,-0.22048,-0.28736,1,-68.0,0.7179,924.25,3
664,31.5,-0.22048,-0.28736,1,-67.5,1.4021,920.25,3
665,31.75,-0.22048,-0.28736,3,-51.5,5.415,923.25,3
666,32.0,-0.22048,-0.28736,1,-67.0,4.8213,923.25,3
667,32.5,-0.27789,-0.21894,1,-67.5,5.803,922.25,3
668,32.75,-0.27789,-0.21894,1,-68.0,1.2548,923.75,3
669,33.0,-0.27789,-0.21894,1,-68.0,5.3214,922.75,3
670,33.5,-0.22048,-0.29876,1,-67.5,4.1111,920.75,3
671,34.25,-0.31234,-0.20754,1,-67.0,4.7753,923.25,3
672,36.75,-0.38124,-0.11631,3,-51.5,5.4395,923.25,3
673,36.825,-0.38124,-0.11631,1,-67.0,1.7319,923.25,3
674,37.25,-0.22048,-0.27595,1,-67.5,5.8552,922.25,3
675,37.75,-0.20899,-0.27595,1,-66.5,5.3919,922.75,3
676,38.25,-0.38124,-0.12771,1,-68.0,1.1229,920.75,3
677,39.0,-0.26641,-0.21894,1,-68.0,0.041417,921.75,3
678,39.75,-0.39272,-0.11631,1,-68.0,5.8061,922.25,3
679,40.25,-0.31234,-0.16192,1,-68.0,2.2074,922.75,3
680,41.5,-0.20899,-0.27595,1,-67.5,6.1804,921.75,3
681,41.75,-0.20899,-0.27595,1,-68.0,4.852,923.25,3
682,43.75,-0.38124,-0.13912,3,-51.5,0.33441,921.75,3
683,44.5,-0.36976,-0.13912,1,-68.0,5.7171,922.25,3
684,46.75,-0.20899,-0.28736,3,-52.0,0.036816,922.25,3
685,47.5,-0.25493000000000005,-0.21894,1,-67.5,5.0545,922.75,3
686,47.75,-0.25493000000000005,-0.21894,1,-68.0,0.30526,921.25,3
687,51.0,-0.19751,-0.27595,3,-52.0,0.40957,921.75,3
688,54.25,-0.35827,-0.12771,3,-51.5,0.041417,922.25,3
689,55.5,-0.25493000000000005,-0.23034,3,-52.0,4.9548,924.25,3
690,62.25,-0.38124,-0.10491,1,-68.0,2.0233,922.75,3
691,63.5,-0.22048,-0.25315,1,-68.5,6.0822,921.75,3
692,64.0,-0.35827,-0.15052,1,-68.0,5.6282,922.25,3
693,64.5,-0.36976,-0.13912,3,-51.5,5.8813,922.75,3
694,65.75,-0.22048,-0.29876,3,-50.0,0.7915300000000001,921.75,3
695,66.25,-0.19751,-0.28736,3,-50.0,4.9456,924.75,3
696,66.5,-0.25493000000000005,-0.23034,3,-51.0,4.3611,925.75,3
697,66.75,-0.20899,-0.29876,3,-49.5,5.6251,923.75,3
698,67.5,-0.22048,-0.29876,3,-50.0,1.6628,920.75,3
699,67.75,-0.22048,-0.29876,3,-50.0,1.6552,920.75,3
700,68.25,-0.22048,-0.26455,3,-49.5,0.9388,921.75,3
701,68.5,-0.22048,-0.28736,3,-50.0,6.0408,923.25,3
702,68.75,-0.30086,-0.20754,3,-50.0,5.0207,924.75,3
703,69.5,-0.24344,-0.23034,3,-49.5,0.17794,922.75,3
704,69.6,-0.19751,-0.27595,3,-50.0,1.3223,921.25,3
705,69.75,-0.19751,-0.27595,3,-50.0,1.3085,921.25,3
706,70.25,-0.20899,-0.28736,3,-50.5,5.3106,924.25,3
707,70.5,-0.20899,-0.28736,3,-51.0,1.9313,920.25,3
708,71.0,-0.25493000000000005,-0.24174,3,-50.5,4.8811,924.75,3
709,71.75,-0.39272,-0.11631,3,-49.5,5.6589,923.75,3
710,71.85,-0.39272,-0.11631,3,-49.5,5.6481,923.75,3
711,72.0,-0.27789,-0.24174,3,-49.5,1.33,921.25,3
712,72.75,-0.20899,-0.28736,3,-49.5,5.6251,924.25,3
713,73.25,-0.36976,-0.12771,3,-49.5,1.2502,921.75,3
714,74.5,0.16995,-0.082102,3,-55.5,4.9195,921.25,3
715,75.25,0.6292800000000001,-0.13912,4,-63.0,3.8242,920.25,1
716,75.5,0.6292800000000001,-0.13912,1,-61.5,2.7596,921.75,1
717,76.0,0.6292800000000001,-0.13912,3,-60.0,6.0976,924.75,1
718,77.0,0.6292800000000001,-0.13912,4,-58.5,5.8751,921.25,1
719,77.75,0.6292800000000001,-0.13912,1,-61.5,1.0999,920.25,1
720,109.75,0.84746,0.020525,3,-67.5,4.5835,921.75,1
721,112.25,0.84746,0.020525,1,-61.0,5.2815,921.75,1
722,114.5,0.84746,0.020525,3,-68.0,5.3613,920.25,1
723,116.75,0.84746,0.020525,3,-68.5,2.1721,920.25,1
724,120.75,0.89339,-0.025087,1,-61.5,5.7708,921.25,1
725,122.5,0.89339,-0.025087,1,-61.0,4.8842,922.25,1
726,124.25,0.89339,-0.025087,1,-61.0,0.20862,920.25,1
727,126.25,0.89339,-0.025087,1,-60.5,5.9948,920.75,1
728,127.5,0.89339,-0.025087,1,-63.5,2.1445,925.75,1
729,129.0,0.89339,-0.025087,3,-69.0,5.1849,920.25,1
730,131.0,0.89339,-0.025087,1,-60.5,6.1022,920.75,1
731,136.25,0.8819100000000001,-0.013684,3,-69.0,5.0192,920.25,1
732,139.0,0.8819100000000001,-0.013684,1,-60.5,5.214,921.75,1
733,141.25,0.8819100000000001,-0.013684,1,-60.5,5.2892,921.75,1
734,142.75,0.8819100000000001,-0.013684,1,-60.0,5.6404,921.25,1
735,145.0,0.8819100000000001,-0.013684,1,-60.0,4.5713,922.75,1
736,146.25,0.8819100000000001,-0.013684,1,-60.0,5.3229,921.75,1
737,148.25,0.8819100000000001,-0.013684,1,-62.0,0.42338,924.25,1
738,150.0,0.8819100000000001,-0.013684,4,-58.5,0.11505,921.25,1
739,151.5,0.92784,0.12315,4,-62.5,5.6297,923.25,4
740,151.75,0.92784,0.12315,4,-63.5,5.464,922.25,4
741,152.75,0.8819100000000001,-0.070699,1,-57.5,4.6878,925.25,4
742,153.25,0.96229,-0.093505,1,-66.0,0.7915300000000001,924.25,4
743,159.25,0.7096600000000001,0.054735,2,-56.5,0.25004,925.75,2
744,160.0,0.8819100000000001,-0.15052,2,-57.5,0.029146,925.25,2
745,160.25,0.8819100000000001,-0.15052,2,-55.0,5.145,920.75,2
746,160.5,0.8819100000000001,-0.15052,2,-57.5,0.48627,924.25,2
747,161.75,0.82449,-0.093505,2,-57.5,6.1497,925.75,2
748,163.75,0.79004,-0.070699,2,-56.5,0.14265999999999998,924.75,2
749,164.0,0.79004,-0.070699,2,-57.0,6.0086,925.75,2
750,171.5,0.8359700000000001,-0.12771,2,-57.0,5.8322,925.75,2
751,172.25,0.84746,-0.16192,2,-57.0,5.9488,925.25,2
752,173.75,0.77856,-0.070699,2,-55.0,1.0508,922.25,2
753,177.0,0.75559,-0.047893,2,-57.0,5.9564,925.25,2
754,178.75,0.77856,-0.070699,2,-57.5,5.7570000000000014,925.75,2
755,181.5,0.69818,0.0091224,2,-56.0,0.7761899999999999,922.75,2
756,182.0,0.69818,0.0091224,2,-57.5,5.9564,925.25,2
757,182.25,0.69818,0.0091224,2,-57.0,0.07209700000000001,924.25,2
758,184.75,0.8359700000000001,-0.15052,2,-57.0,0.052154999999999986,924.25,2
759,186.25,0.80152,-0.093505,2,-57.0,0.23317,923.75,2
760,186.5,0.80152,-0.093505,2,-55.0,4.5989,921.25,2
761,187.25,0.76708,-0.059296,2,-57.0,6.2387,924.25,2
762,190.5,0.8359700000000001,-0.13912,2,-57.5,6.0485,924.75,2
763,191.0,0.8359700000000001,-0.13912,2,-57.0,0.1626,923.75,2
764,191.75,0.76708,-0.059296,2,-57.5,5.8782,925.25,2
765,192.25,0.76708,-0.059296,2,-57.0,0.021476,924.25,2
766,193.5,0.76708,-0.047893,2,-57.0,0.2439,923.75,2
767,193.75,0.76708,-0.047893,2,-56.0,0.68262,922.75,2
768,195.25,0.77856,-0.082102,2,-57.0,0.40344,923.25,2
